table_name,table_name_x,column_name,total_rows,filled_count,fillrate,table_name_y,classification,japanese_name,description,data_type,max_length,code_values,remarks
jrd_joa,jrd_joa,race_bango,4828,4828,100.0,JRD_JOA,JRDB,レース番号,その日のレース番号,character varying,2,01〜12,
jrd_joa,jrd_joa,race_shikonen,4828,4828,100.0,JRD_JOA,JRDB,レース施行年,競走が施行された年コード,character varying,10,YYYY形式,
jrd_joa,jrd_joa,umaban,4828,4828,100.0,JRD_JOA,JRDB,馬番,出走馬の番号,character varying,2,01〜18,
jrd_kyi,jrd_kyi,bamei,4828,4828,100.0,JRD_KYI,JRDB,馬名,競走馬の正式名称,character varying,36,最大36バイト(全角),
jrd_kyi,jrd_kyi,idm,4828,4828,100.0,JRD_KYI,JRDB,IDM（スピード指数）,JRDBが算出した総合スピード指数,character varying,5,高いほど能力が高い,
jrd_kyi,jrd_kyi,joho_shisu,4828,4828,100.0,JRD_KYI,JRDB,情報指数,JRDB独自の情報指数,character varying,5,パドック・調教情報等を総合,
jrd_kyi,jrd_kyi,kaisai_kai,4828,4828,100.0,JRD_KYI,JRDB,開催回,同一競馬場での年内開催回数,character varying,1,第N回,
jrd_kyi,jrd_kyi,kaisai_nichime,4828,4828,100.0,JRD_KYI,JRDB,開催日目,開催何日目か,character varying,1,第N日,
jrd_kyi,jrd_kyi,keibajo_code,4828,4828,100.0,JRD_KYI,JRDB,競馬場コード,競馬場の識別コード,character varying,2,01:札幌 02:函館 03:福島 04:新潟 05:東京 06:中山 07:中京 08:京都 09:阪神 10:小倉,
jrd_kyi,jrd_kyi,ketto_toroku_bango,4828,4828,100.0,JRD_KYI,JRDB,血統登録番号,馬の一意識別番号（JRA公式）,character varying,8,10桁数字,
jrd_kyi,jrd_kyi,kishu_shisu,4828,4828,100.0,JRD_KYI,JRDB,騎手指数,JRDBの騎手能力指数,character varying,5,騎手の近走成績を数値化,
jrd_kyi,jrd_kyi,race_bango,4828,4828,100.0,JRD_KYI,JRDB,レース番号,その日のレース番号,character varying,2,01〜12,
jrd_kyi,jrd_kyi,race_shikonen,4828,4828,100.0,JRD_KYI,JRDB,レース施行年,競走が施行された年コード,character varying,10,YYYY形式,
jrd_kyi,jrd_kyi,umaban,4828,4828,100.0,JRD_KYI,JRDB,馬番,出走馬の番号,character varying,2,01〜18,
jrd_sed,jrd_sed,bamei,3696,3696,100.0,JRD_SED,JRDB,馬名,競走馬の正式名称,character varying,36,最大36バイト(全角),
jrd_sed,jrd_sed,kaisai_kai,3696,3696,100.0,JRD_SED,JRDB,開催回,同一競馬場での年内開催回数,character varying,1,第N回,
jrd_sed,jrd_sed,kaisai_nen,3696,3696,100.0,JRD_SED,JRDB,開催年,競走が行われた年（西暦）,character varying,4,例:2024,
jrd_sed,jrd_sed,kaisai_nichime,3696,3696,100.0,JRD_SED,JRDB,開催日目,開催何日目か,character varying,1,第N日,
jrd_sed,jrd_sed,kaisai_tsukihi,3696,3696,100.0,JRD_SED,JRDB,開催月日,競走が行われた月日,character varying,4,MMDD形式 例:0526,
jrd_sed,jrd_sed,keibajo_code,3696,3696,100.0,JRD_SED,JRDB,競馬場コード,競馬場の識別コード,character varying,2,01:札幌 02:函館 03:福島 04:新潟 05:東京 06:中山 07:中京 08:京都 09:阪神 10:小倉,
jrd_sed,jrd_sed,ketto_toroku_bango,3696,3696,100.0,JRD_SED,JRDB,血統登録番号,馬の一意識別番号（JRA公式）,character varying,8,10桁数字,
jrd_sed,jrd_sed,race_bango,3696,3696,100.0,JRD_SED,JRDB,レース番号,その日のレース番号,character varying,2,01〜12,
jrd_sed,jrd_sed,race_shikonen,3696,3696,100.0,JRD_SED,JRDB,レース施行年,競走が施行された年コード,character varying,10,YYYY形式,
jrd_sed,jrd_sed,umaban,3696,3696,100.0,JRD_SED,JRDB,馬番,出走馬の番号,character varying,2,01〜18,
jvd_bn,jvd_bn,banushi_code,8660,8660,100.0,JVD_BN,JRA-VAN,馬主コード,馬主の固有コード,character varying,6,5桁英数字,
jvd_bn,jvd_bn,banushimei,8660,8660,100.0,JVD_BN,JRA-VAN,馬主名,馬主の氏名または法人名,character varying,64,最大64バイト,
jvd_bn,jvd_bn,banushimei_eur,8660,8660,100.0,JVD_BN,JRA-VAN,banushimei_eur,banushimei_eurフィールド,character varying,100,,
jvd_bn,jvd_bn,banushimei_hankaku_kana,8660,8660,100.0,JVD_BN,JRA-VAN,banushimei_hankaku_kana,banushimei_hankaku_kanaフィールド,character varying,50,,
jvd_bn,jvd_bn,banushimei_hojinkaku,8660,8660,100.0,JVD_BN,JRA-VAN,banushimei_hojinkaku,banushimei_hojinkakuフィールド,character varying,64,,
jvd_bn,jvd_bn,data_kubun,8660,8660,100.0,JVD_BN,JRA-VAN,データ区分,速報・確定などのデータ種別,character varying,1,1:速報 2:確定 3:特別登録,
jvd_bn,jvd_bn,data_sakusei_nengappi,8660,8660,100.0,JVD_BN,JRA-VAN,データ作成年月日,JRA-VANがデータを作成した日付,character varying,8,YYYYMMDD形式,
jvd_bn,jvd_bn,fukushoku_hyoji,8660,8660,100.0,JVD_BN,JRA-VAN,fukushoku_hyoji,fukushoku_hyojiフィールド,character varying,60,,
jvd_bn,jvd_bn,record_id,8660,8660,100.0,JVD_BN,JRA-VAN,レコードID,データ種別識別子（2文字）,character varying,2,SE:出走馬/RA:レース/CK:確定着順/HR:払戻/UM:馬マスタ 等,
jvd_bn,jvd_bn,seiseki_joho_1,8660,8660,100.0,JVD_BN,JRA-VAN,seiseki_joho_1,seiseki_joho_1フィールド,character varying,60,,
jvd_bn,jvd_bn,seiseki_joho_2,8660,8660,100.0,JVD_BN,JRA-VAN,seiseki_joho_2,seiseki_joho_2フィールド,character varying,60,,
jvd_br,jvd_br,data_kubun,10710,10710,100.0,JVD_BR,JRA-VAN,データ区分,速報・確定などのデータ種別,character varying,1,1:速報 2:確定 3:特別登録,
jvd_br,jvd_br,data_sakusei_nengappi,10710,10710,100.0,JVD_BR,JRA-VAN,データ作成年月日,JRA-VANがデータを作成した日付,character varying,8,YYYYMMDD形式,
jvd_br,jvd_br,record_id,10710,10710,100.0,JVD_BR,JRA-VAN,レコードID,データ種別識別子（2文字）,character varying,2,SE:出走馬/RA:レース/CK:確定着順/HR:払戻/UM:馬マスタ 等,
jvd_br,jvd_br,seisansha_code,10710,10710,100.0,JVD_BR,JRA-VAN,生産者コード,生産牧場の固有コード,character varying,8,,
jvd_br,jvd_br,seisansha_jusho_jichishomei,10710,10710,100.0,JVD_BR,JRA-VAN,seisansha_jusho_jichishomei,seisansha_jusho_jichishomeiフィールド,character varying,20,,
jvd_br,jvd_br,seisanshamei,10710,10710,100.0,JVD_BR,JRA-VAN,seisanshamei,seisanshameiフィールド,character varying,72,,
jvd_br,jvd_br,seisanshamei_eur,10710,10710,100.0,JVD_BR,JRA-VAN,seisanshamei_eur,seisanshamei_eurフィールド,character varying,168,,
jvd_br,jvd_br,seisanshamei_hankaku_kana,10710,10710,100.0,JVD_BR,JRA-VAN,seisanshamei_hankaku_kana,seisanshamei_hankaku_kanaフィールド,character varying,72,,
jvd_br,jvd_br,seisanshamei_hojinkaku,10710,10710,100.0,JVD_BR,JRA-VAN,seisanshamei_hojinkaku,seisanshamei_hojinkakuフィールド,character varying,72,,
jvd_br,jvd_br,seiseki_joho_1,10710,10710,100.0,JVD_BR,JRA-VAN,seiseki_joho_1,seiseki_joho_1フィールド,character varying,60,,
jvd_br,jvd_br,seiseki_joho_2,10710,10710,100.0,JVD_BR,JRA-VAN,seiseki_joho_2,seiseki_joho_2フィールド,character varying,60,,
jvd_bt,jvd_bt,data_kubun,92,92,100.0,JVD_BT,JRA-VAN,データ区分,速報・確定などのデータ種別,character varying,1,1:速報 2:確定 3:特別登録,
jvd_bt,jvd_bt,data_sakusei_nengappi,92,92,100.0,JVD_BT,JRA-VAN,データ作成年月日,JRA-VANがデータを作成した日付,character varying,8,YYYYMMDD形式,
jvd_bt,jvd_bt,hanshoku_toroku_bango,92,92,100.0,JVD_BT,JRA-VAN,hanshoku_toroku_bango,hanshoku_toroku_bangoフィールド,character varying,10,,
jvd_bt,jvd_bt,keito_id,92,92,100.0,JVD_BT,JRA-VAN,keito_id,keito_idフィールド,character varying,30,,
jvd_bt,jvd_bt,keito_mei,92,92,100.0,JVD_BT,JRA-VAN,keito_mei,keito_meiフィールド,character varying,36,,
jvd_bt,jvd_bt,keito_setsumei,92,92,100.0,JVD_BT,JRA-VAN,keito_setsumei,keito_setsumeiフィールド,character varying,6800,,
jvd_bt,jvd_bt,record_id,92,92,100.0,JVD_BT,JRA-VAN,レコードID,データ種別識別子（2文字）,character varying,2,SE:出走馬/RA:レース/CK:確定着順/HR:払戻/UM:馬マスタ 等,
jvd_ch,jvd_ch,chokyoshi_code,1472,1472,100.0,JVD_CH,JRA-VAN,調教師コード,調教師の固有コード（JRA公式）,character varying,5,5桁数字,
jvd_ch,jvd_ch,chokyoshimei,1472,1472,100.0,JVD_CH,JRA-VAN,chokyoshimei,chokyoshimeiフィールド,character varying,34,,
jvd_ch,jvd_ch,chokyoshimei_eur,1472,1472,100.0,JVD_CH,JRA-VAN,chokyoshimei_eur,chokyoshimei_eurフィールド,character varying,80,,
jvd_ch,jvd_ch,chokyoshimei_hankaku_kana,1472,1472,100.0,JVD_CH,JRA-VAN,chokyoshimei_hankaku_kana,chokyoshimei_hankaku_kanaフィールド,character varying,30,,
jvd_ch,jvd_ch,chokyoshimei_ryakusho,1472,1472,100.0,JVD_CH,JRA-VAN,chokyoshimei_ryakusho,chokyoshimei_ryakushoフィールド,character varying,8,,
jvd_ch,jvd_ch,data_kubun,1472,1472,100.0,JVD_CH,JRA-VAN,データ区分,速報・確定などのデータ種別,character varying,1,1:速報 2:確定 3:特別登録,
jvd_ch,jvd_ch,data_sakusei_nengappi,1472,1472,100.0,JVD_CH,JRA-VAN,データ作成年月日,JRA-VANがデータを作成した日付,character varying,8,YYYYMMDD形式,
jvd_ch,jvd_ch,jushoshori_joho_1,1472,1472,100.0,JVD_CH,JRA-VAN,jushoshori_joho_1,jushoshori_joho_1フィールド,character varying,163,,
jvd_ch,jvd_ch,jushoshori_joho_2,1472,1472,100.0,JVD_CH,JRA-VAN,jushoshori_joho_2,jushoshori_joho_2フィールド,character varying,163,,
jvd_ch,jvd_ch,jushoshori_joho_3,1472,1472,100.0,JVD_CH,JRA-VAN,jushoshori_joho_3,jushoshori_joho_3フィールド,character varying,163,,
jvd_ch,jvd_ch,massho_kubun,1472,1472,100.0,JVD_CH,JRA-VAN,massho_kubun,massho_kubunフィールド,character varying,1,,
jvd_ch,jvd_ch,menkyo_kofu_nengappi,1472,1472,100.0,JVD_CH,JRA-VAN,年月日,YYYYMMDD形式の日付,character varying,8,,
jvd_ch,jvd_ch,menkyo_massho_nengappi,1472,1472,100.0,JVD_CH,JRA-VAN,年月日,YYYYMMDD形式の日付,character varying,8,,
jvd_ch,jvd_ch,record_id,1472,1472,100.0,JVD_CH,JRA-VAN,レコードID,データ種別識別子（2文字）,character varying,2,SE:出走馬/RA:レース/CK:確定着順/HR:払戻/UM:馬マスタ 等,
jvd_ch,jvd_ch,seibetsu_kubun,1472,1472,100.0,JVD_CH,JRA-VAN,seibetsu_kubun,seibetsu_kubunフィールド,character varying,1,,
jvd_ch,jvd_ch,seinengappi,1472,1472,100.0,JVD_CH,JRA-VAN,生年月日,馬の生年月日,character varying,8,YYYYMMDD形式,
jvd_ch,jvd_ch,seiseki_joho_1,1472,1472,100.0,JVD_CH,JRA-VAN,seiseki_joho_1,seiseki_joho_1フィールド,character varying,1052,,
jvd_ch,jvd_ch,seiseki_joho_2,1472,1472,100.0,JVD_CH,JRA-VAN,seiseki_joho_2,seiseki_joho_2フィールド,character varying,1052,,
jvd_ch,jvd_ch,seiseki_joho_3,1472,1472,100.0,JVD_CH,JRA-VAN,seiseki_joho_3,seiseki_joho_3フィールド,character varying,1052,,
jvd_ch,jvd_ch,shotai_chiikimei,1472,1472,100.0,JVD_CH,JRA-VAN,shotai_chiikimei,shotai_chiikimeiフィールド,character varying,20,,
jvd_ch,jvd_ch,tozai_shozoku_code,1472,1472,100.0,JVD_CH,JRA-VAN,東西所属コード,馬の東西所属,character varying,1,1:東(美浦) 2:西(栗東) 3:地方 4:外国,
jvd_ck,jvd_ck,bamei,483981,483981,100.0,JVD_CK,JRA-VAN,馬名,競走馬の正式名称,character varying,36,最大36バイト(全角),
jvd_ck,jvd_ck,banushi_code,483981,483981,100.0,JVD_CK,JRA-VAN,馬主コード,馬主の固有コード,character varying,6,5桁英数字,
jvd_ck,jvd_ck,banushimei,483981,483981,100.0,JVD_CK,JRA-VAN,馬主名,馬主の氏名または法人名,character varying,64,最大64バイト,
jvd_ck,jvd_ck,banushimei_hojinkaku,483981,483981,100.0,JVD_CK,JRA-VAN,banushimei_hojinkaku,banushimei_hojinkakuフィールド,character varying,64,,
jvd_ck,jvd_ck,chokyoshi_code,483981,483981,100.0,JVD_CK,JRA-VAN,調教師コード,調教師の固有コード（JRA公式）,character varying,5,5桁数字,
jvd_ck,jvd_ck,chokyoshimei,483981,483981,100.0,JVD_CK,JRA-VAN,chokyoshimei,chokyoshimeiフィールド,character varying,34,,
jvd_ck,jvd_ck,chuo_gokei,483981,483981,100.0,JVD_CK,JRA-VAN,chuo_gokei,chuo_gokeiフィールド,character varying,18,,
jvd_ck,jvd_ck,data_kubun,483981,483981,100.0,JVD_CK,JRA-VAN,データ区分,速報・確定などのデータ種別,character varying,1,1:速報 2:確定 3:特別登録,
jvd_ck,jvd_ck,data_sakusei_nengappi,483981,483981,100.0,JVD_CK,JRA-VAN,データ作成年月日,JRA-VANがデータを作成した日付,character varying,8,YYYYMMDD形式,
jvd_ck,jvd_ck,dirt_1200_ika,483981,483981,100.0,JVD_CK,JRA-VAN,dirt_1200_ika,dirt_1200_ikaフィールド,character varying,18,,
jvd_ck,jvd_ck,dirt_1201_1400,483981,483981,100.0,JVD_CK,JRA-VAN,dirt_1201_1400,dirt_1201_1400フィールド,character varying,18,,
jvd_ck,jvd_ck,dirt_1401_1600,483981,483981,100.0,JVD_CK,JRA-VAN,dirt_1401_1600,dirt_1401_1600フィールド,character varying,18,,
jvd_ck,jvd_ck,dirt_1601_1800,483981,483981,100.0,JVD_CK,JRA-VAN,dirt_1601_1800,dirt_1601_1800フィールド,character varying,18,,
jvd_ck,jvd_ck,dirt_1801_2000,483981,483981,100.0,JVD_CK,JRA-VAN,dirt_1801_2000,dirt_1801_2000フィールド,character varying,18,,
jvd_ck,jvd_ck,dirt_2001_2200,483981,483981,100.0,JVD_CK,JRA-VAN,dirt_2001_2200,dirt_2001_2200フィールド,character varying,18,,
jvd_ck,jvd_ck,dirt_2201_2400,483981,483981,100.0,JVD_CK,JRA-VAN,dirt_2201_2400,dirt_2201_2400フィールド,character varying,18,,
jvd_ck,jvd_ck,dirt_2401_2800,483981,483981,100.0,JVD_CK,JRA-VAN,dirt_2401_2800,dirt_2401_2800フィールド,character varying,18,,
jvd_ck,jvd_ck,dirt_2801_ijo,483981,483981,100.0,JVD_CK,JRA-VAN,dirt_2801_ijo,dirt_2801_ijoフィールド,character varying,18,,
jvd_ck,jvd_ck,dirt_choku,483981,483981,100.0,JVD_CK,JRA-VAN,dirt_choku,dirt_chokuフィールド,character varying,18,,
jvd_ck,jvd_ck,dirt_chukyo,483981,483981,100.0,JVD_CK,JRA-VAN,dirt_chukyo,dirt_chukyoフィールド,character varying,18,,
jvd_ck,jvd_ck,dirt_fukushima,483981,483981,100.0,JVD_CK,JRA-VAN,dirt_fukushima,dirt_fukushimaフィールド,character varying,18,,
jvd_ck,jvd_ck,dirt_furyo,483981,483981,100.0,JVD_CK,JRA-VAN,dirt_furyo,dirt_furyoフィールド,character varying,18,,
jvd_ck,jvd_ck,dirt_hakodate,483981,483981,100.0,JVD_CK,JRA-VAN,dirt_hakodate,dirt_hakodateフィールド,character varying,18,,
jvd_ck,jvd_ck,dirt_hanshin,483981,483981,100.0,JVD_CK,JRA-VAN,dirt_hanshin,dirt_hanshinフィールド,character varying,18,,
jvd_ck,jvd_ck,dirt_hidari,483981,483981,100.0,JVD_CK,JRA-VAN,dirt_hidari,dirt_hidariフィールド,character varying,18,,
jvd_ck,jvd_ck,dirt_kokura,483981,483981,100.0,JVD_CK,JRA-VAN,dirt_kokura,dirt_kokuraフィールド,character varying,18,,
jvd_ck,jvd_ck,dirt_kyoto,483981,483981,100.0,JVD_CK,JRA-VAN,dirt_kyoto,dirt_kyotoフィールド,character varying,18,,
jvd_ck,jvd_ck,dirt_migi,483981,483981,100.0,JVD_CK,JRA-VAN,dirt_migi,dirt_migiフィールド,character varying,18,,
jvd_ck,jvd_ck,dirt_nakayama,483981,483981,100.0,JVD_CK,JRA-VAN,dirt_nakayama,dirt_nakayamaフィールド,character varying,18,,
jvd_ck,jvd_ck,dirt_niigata,483981,483981,100.0,JVD_CK,JRA-VAN,dirt_niigata,dirt_niigataフィールド,character varying,18,,
jvd_ck,jvd_ck,dirt_omo,483981,483981,100.0,JVD_CK,JRA-VAN,dirt_omo,dirt_omoフィールド,character varying,18,,
jvd_ck,jvd_ck,dirt_ryo,483981,483981,100.0,JVD_CK,JRA-VAN,dirt_ryo,dirt_ryoフィールド,character varying,18,,
jvd_ck,jvd_ck,dirt_sapporo,483981,483981,100.0,JVD_CK,JRA-VAN,dirt_sapporo,dirt_sapporoフィールド,character varying,18,,
jvd_ck,jvd_ck,dirt_tokyo,483981,483981,100.0,JVD_CK,JRA-VAN,dirt_tokyo,dirt_tokyoフィールド,character varying,18,,
jvd_ck,jvd_ck,dirt_yayaomo,483981,483981,100.0,JVD_CK,JRA-VAN,dirt_yayaomo,dirt_yayaomoフィールド,character varying,18,,
jvd_ck,jvd_ck,heichi_fukashokin_ruikei,483981,483981,100.0,JVD_CK,JRA-VAN,heichi_fukashokin_ruikei,heichi_fukashokin_ruikeiフィールド,character varying,9,,
jvd_ck,jvd_ck,heichi_honshokin_ruikei,483981,483981,100.0,JVD_CK,JRA-VAN,heichi_honshokin_ruikei,heichi_honshokin_ruikeiフィールド,character varying,9,,
jvd_ck,jvd_ck,heichi_shutokushokin_ruikei,483981,483981,100.0,JVD_CK,JRA-VAN,heichi_shutokushokin_ruikei,heichi_shutokushokin_ruikeiフィールド,character varying,9,,
jvd_ck,jvd_ck,kaisai_kai,483981,483981,100.0,JVD_CK,JRA-VAN,開催回,同一競馬場での年内開催回数,character varying,2,第N回,
jvd_ck,jvd_ck,kaisai_nen,483981,483981,100.0,JVD_CK,JRA-VAN,開催年,競走が行われた年（西暦）,character varying,4,例:2024,
jvd_ck,jvd_ck,kaisai_nichime,483981,483981,100.0,JVD_CK,JRA-VAN,開催日目,開催何日目か,character varying,2,第N日,
jvd_ck,jvd_ck,kaisai_tsukihi,483981,483981,100.0,JVD_CK,JRA-VAN,開催月日,競走が行われた月日,character varying,4,MMDD形式 例:0526,
jvd_ck,jvd_ck,keibajo_code,483981,483981,100.0,JVD_CK,JRA-VAN,競馬場コード,競馬場の識別コード,character varying,2,01:札幌 02:函館 03:福島 04:新潟 05:東京 06:中山 07:中京 08:京都 09:阪神 10:小倉,
jvd_ck,jvd_ck,ketto_toroku_bango,483981,483981,100.0,JVD_CK,JRA-VAN,血統登録番号,馬の一意識別番号（JRA公式）,character varying,10,10桁数字,
jvd_ck,jvd_ck,kishu_code,483981,483981,100.0,JVD_CK,JRA-VAN,騎手コード,騎手の固有コード（JRA公式）,character varying,5,5桁数字,
jvd_ck,jvd_ck,kishumei,483981,483981,100.0,JVD_CK,JRA-VAN,kishumei,kishumeiフィールド,character varying,34,,
jvd_ck,jvd_ck,kyakushitsu_keiko,483981,483981,100.0,JVD_CK,JRA-VAN,kyakushitsu_keiko,kyakushitsu_keikoフィールド,character varying,12,,
jvd_ck,jvd_ck,race_bango,483981,483981,100.0,JVD_CK,JRA-VAN,レース番号,その日のレース番号,character varying,2,01〜12,
jvd_ck,jvd_ck,record_id,483981,483981,100.0,JVD_CK,JRA-VAN,レコードID,データ種別識別子（2文字）,character varying,2,SE:出走馬/RA:レース/CK:確定着順/HR:払戻/UM:馬マスタ 等,
jvd_ck,jvd_ck,seisansha_code,483981,483981,100.0,JVD_CK,JRA-VAN,生産者コード,生産牧場の固有コード,character varying,8,,
jvd_ck,jvd_ck,seisanshamei,483981,483981,100.0,JVD_CK,JRA-VAN,seisanshamei,seisanshameiフィールド,character varying,72,,
jvd_ck,jvd_ck,seisanshamei_hojinkaku,483981,483981,100.0,JVD_CK,JRA-VAN,seisanshamei_hojinkaku,seisanshamei_hojinkakuフィールド,character varying,72,,
jvd_ck,jvd_ck,seiseki_joho_banushi_1,483981,483981,100.0,JVD_CK,JRA-VAN,seiseki_joho_banushi_1,seiseki_joho_banushi_1フィールド,character varying,60,,
jvd_ck,jvd_ck,seiseki_joho_banushi_2,483981,483981,100.0,JVD_CK,JRA-VAN,seiseki_joho_banushi_2,seiseki_joho_banushi_2フィールド,character varying,60,,
jvd_ck,jvd_ck,seiseki_joho_chokyoshi_1,483981,483981,100.0,JVD_CK,JRA-VAN,seiseki_joho_chokyoshi_1,seiseki_joho_chokyoshi_1フィールド,character varying,1220,,
