table_name,column_name,total_rows,filled_count,fillrate,fillrate_float,table_name_upper,japanese_name,description,code_values,priority
jvd_h1,record_id,34516,34516,100.0,100.0,JVD_H1,レコードID,データ種別識別子（2文字）,SE:出走馬/RA:レース/CK:確定着順/HR:払戻/UM:馬マスタ 等,A
jvd_h1,toroku_tosu,34516,34516,100.0,100.0,JVD_H1,登録頭数,エントリーした頭数,,A
jvd_h6,henkan_hyosu_gokei_sanrentan,34516,34516,100.0,100.0,JVD_H6,henkan_hyosu_gokei_sanrentan,henkan_hyosu_gokei_sanrentanフィールド,,A
jvd_h6,henkan_umaban_joho,34516,34516,100.0,100.0,JVD_H6,henkan_umaban_joho,henkan_umaban_johoフィールド,,A
jvd_h6,hyosu_gokei_sanrentan,34516,34516,100.0,100.0,JVD_H6,hyosu_gokei_sanrentan,hyosu_gokei_sanrentanフィールド,,A
jvd_h6,hyosu_sanrentan,34516,34516,100.0,100.0,JVD_H6,hyosu_sanrentan,hyosu_sanrentanフィールド,,A
jvd_h6,record_id,34516,34516,100.0,100.0,JVD_H6,レコードID,データ種別識別子（2文字）,SE:出走馬/RA:レース/CK:確定着順/HR:払戻/UM:馬マスタ 等,A
jvd_h6,toroku_tosu,34516,34516,100.0,100.0,JVD_H6,登録頭数,エントリーした頭数,,A
jvd_hr,fuseiritsu_flag_fukusho,34548,34548,100.0,100.0,JVD_HR,fuseiritsu_flag_fukusho,fuseiritsu_flag_fukushoフィールド,,A
jvd_hr,fuseiritsu_flag_sanrenpuku,34548,34548,100.0,100.0,JVD_HR,fuseiritsu_flag_sanrenpuku,fuseiritsu_flag_sanrenpukuフィールド,,A
jvd_hr,fuseiritsu_flag_sanrentan,34548,34548,100.0,100.0,JVD_HR,fuseiritsu_flag_sanrentan,fuseiritsu_flag_sanrentanフィールド,,A
jvd_hr,fuseiritsu_flag_tansho,34548,34548,100.0,100.0,JVD_HR,fuseiritsu_flag_tansho,fuseiritsu_flag_tanshoフィールド,,A
jvd_hr,fuseiritsu_flag_umaren,34548,34548,100.0,100.0,JVD_HR,fuseiritsu_flag_umaren,fuseiritsu_flag_umarenフィールド,,A
jvd_hr,fuseiritsu_flag_umatan,34548,34548,100.0,100.0,JVD_HR,fuseiritsu_flag_umatan,fuseiritsu_flag_umatanフィールド,,A
jvd_hr,fuseiritsu_flag_wakuren,34548,34548,100.0,100.0,JVD_HR,fuseiritsu_flag_wakuren,fuseiritsu_flag_wakurenフィールド,,A
jvd_hr,fuseiritsu_flag_wide,34548,34548,100.0,100.0,JVD_HR,fuseiritsu_flag_wide,fuseiritsu_flag_wideフィールド,,A
jvd_hr,haraimodoshi_fukusho_3c,34548,34548,100.0,100.0,JVD_HR,haraimodoshi_fukusho_3c,haraimodoshi_fukusho_3cフィールド,,A
jvd_hr,haraimodoshi_fukusho_4a,34548,34548,100.0,100.0,JVD_HR,haraimodoshi_fukusho_4a,haraimodoshi_fukusho_4aフィールド,,A
jvd_hr,haraimodoshi_fukusho_4b,34548,34548,100.0,100.0,JVD_HR,haraimodoshi_fukusho_4b,haraimodoshi_fukusho_4bフィールド,,A
jvd_hr,haraimodoshi_fukusho_4c,34548,34548,100.0,100.0,JVD_HR,haraimodoshi_fukusho_4c,haraimodoshi_fukusho_4cフィールド,,A
jvd_hr,haraimodoshi_fukusho_5a,34548,34548,100.0,100.0,JVD_HR,haraimodoshi_fukusho_5a,haraimodoshi_fukusho_5aフィールド,,A
jvd_hr,haraimodoshi_fukusho_5b,34548,34548,100.0,100.0,JVD_HR,haraimodoshi_fukusho_5b,haraimodoshi_fukusho_5bフィールド,,A
jvd_hr,haraimodoshi_fukusho_5c,34548,34548,100.0,100.0,JVD_HR,haraimodoshi_fukusho_5c,haraimodoshi_fukusho_5cフィールド,,A
jvd_hr,haraimodoshi_sanrenpuku_1a,34548,34548,100.0,100.0,JVD_HR,haraimodoshi_sanrenpuku_1a,haraimodoshi_sanrenpuku_1aフィールド,,A
jvd_hr,haraimodoshi_sanrenpuku_1b,34548,34548,100.0,100.0,JVD_HR,haraimodoshi_sanrenpuku_1b,haraimodoshi_sanrenpuku_1bフィールド,,A
jvd_hr,haraimodoshi_sanrenpuku_1c,34548,34548,100.0,100.0,JVD_HR,haraimodoshi_sanrenpuku_1c,haraimodoshi_sanrenpuku_1cフィールド,,A
jvd_hr,haraimodoshi_sanrenpuku_2a,34548,34548,100.0,100.0,JVD_HR,haraimodoshi_sanrenpuku_2a,haraimodoshi_sanrenpuku_2aフィールド,,A
jvd_hr,haraimodoshi_sanrenpuku_2b,34548,34548,100.0,100.0,JVD_HR,haraimodoshi_sanrenpuku_2b,haraimodoshi_sanrenpuku_2bフィールド,,A
jvd_hr,haraimodoshi_sanrenpuku_2c,34548,34548,100.0,100.0,JVD_HR,haraimodoshi_sanrenpuku_2c,haraimodoshi_sanrenpuku_2cフィールド,,A
jvd_hr,haraimodoshi_sanrenpuku_3a,34548,34548,100.0,100.0,JVD_HR,haraimodoshi_sanrenpuku_3a,haraimodoshi_sanrenpuku_3aフィールド,,A
jvd_hr,haraimodoshi_sanrenpuku_3b,34548,34548,100.0,100.0,JVD_HR,haraimodoshi_sanrenpuku_3b,haraimodoshi_sanrenpuku_3bフィールド,,A
jvd_hr,haraimodoshi_sanrenpuku_3c,34548,34548,100.0,100.0,JVD_HR,haraimodoshi_sanrenpuku_3c,haraimodoshi_sanrenpuku_3cフィールド,,A
jvd_hr,haraimodoshi_sanrentan_1a,34548,34548,100.0,100.0,JVD_HR,haraimodoshi_sanrentan_1a,haraimodoshi_sanrentan_1aフィールド,,A
jvd_hr,haraimodoshi_sanrentan_1b,34548,34548,100.0,100.0,JVD_HR,haraimodoshi_sanrentan_1b,haraimodoshi_sanrentan_1bフィールド,,A
jvd_hr,haraimodoshi_sanrentan_1c,34548,34548,100.0,100.0,JVD_HR,haraimodoshi_sanrentan_1c,haraimodoshi_sanrentan_1cフィールド,,A
jvd_hr,haraimodoshi_sanrentan_2a,34548,34548,100.0,100.0,JVD_HR,haraimodoshi_sanrentan_2a,haraimodoshi_sanrentan_2aフィールド,,A
jvd_hr,haraimodoshi_sanrentan_2b,34548,34548,100.0,100.0,JVD_HR,haraimodoshi_sanrentan_2b,haraimodoshi_sanrentan_2bフィールド,,A
jvd_hr,haraimodoshi_sanrentan_2c,34548,34548,100.0,100.0,JVD_HR,haraimodoshi_sanrentan_2c,haraimodoshi_sanrentan_2cフィールド,,A
jvd_hr,haraimodoshi_sanrentan_3a,34548,34548,100.0,100.0,JVD_HR,haraimodoshi_sanrentan_3a,haraimodoshi_sanrentan_3aフィールド,,A
jvd_hr,haraimodoshi_sanrentan_3b,34548,34548,100.0,100.0,JVD_HR,haraimodoshi_sanrentan_3b,haraimodoshi_sanrentan_3bフィールド,,A
jvd_hr,haraimodoshi_sanrentan_3c,34548,34548,100.0,100.0,JVD_HR,haraimodoshi_sanrentan_3c,haraimodoshi_sanrentan_3cフィールド,,A
jvd_hr,haraimodoshi_sanrentan_4a,34548,34548,100.0,100.0,JVD_HR,haraimodoshi_sanrentan_4a,haraimodoshi_sanrentan_4aフィールド,,A
jvd_hr,haraimodoshi_sanrentan_4b,34548,34548,100.0,100.0,JVD_HR,haraimodoshi_sanrentan_4b,haraimodoshi_sanrentan_4bフィールド,,A
jvd_hr,haraimodoshi_sanrentan_4c,34548,34548,100.0,100.0,JVD_HR,haraimodoshi_sanrentan_4c,haraimodoshi_sanrentan_4cフィールド,,A
jvd_hr,haraimodoshi_sanrentan_5a,34548,34548,100.0,100.0,JVD_HR,haraimodoshi_sanrentan_5a,haraimodoshi_sanrentan_5aフィールド,,A
jvd_hr,haraimodoshi_sanrentan_5b,34548,34548,100.0,100.0,JVD_HR,haraimodoshi_sanrentan_5b,haraimodoshi_sanrentan_5bフィールド,,A
jvd_hr,haraimodoshi_sanrentan_5c,34548,34548,100.0,100.0,JVD_HR,haraimodoshi_sanrentan_5c,haraimodoshi_sanrentan_5cフィールド,,A
jvd_hr,haraimodoshi_sanrentan_6a,34548,34548,100.0,100.0,JVD_HR,haraimodoshi_sanrentan_6a,haraimodoshi_sanrentan_6aフィールド,,A
jvd_hr,haraimodoshi_sanrentan_6b,34548,34548,100.0,100.0,JVD_HR,haraimodoshi_sanrentan_6b,haraimodoshi_sanrentan_6bフィールド,,A
jvd_hr,haraimodoshi_sanrentan_6c,34548,34548,100.0,100.0,JVD_HR,haraimodoshi_sanrentan_6c,haraimodoshi_sanrentan_6cフィールド,,A
jvd_hr,haraimodoshi_tansho_1a,34548,34548,100.0,100.0,JVD_HR,haraimodoshi_tansho_1a,haraimodoshi_tansho_1aフィールド,,A
jvd_hr,haraimodoshi_tansho_1b,34548,34548,100.0,100.0,JVD_HR,haraimodoshi_tansho_1b,haraimodoshi_tansho_1bフィールド,,A
jvd_hr,haraimodoshi_tansho_1c,34548,34548,100.0,100.0,JVD_HR,haraimodoshi_tansho_1c,haraimodoshi_tansho_1cフィールド,,A
jvd_hr,haraimodoshi_tansho_2a,34548,34548,100.0,100.0,JVD_HR,haraimodoshi_tansho_2a,haraimodoshi_tansho_2aフィールド,,A
jvd_hr,haraimodoshi_tansho_2b,34548,34548,100.0,100.0,JVD_HR,haraimodoshi_tansho_2b,haraimodoshi_tansho_2bフィールド,,A
jvd_hr,haraimodoshi_tansho_2c,34548,34548,100.0,100.0,JVD_HR,haraimodoshi_tansho_2c,haraimodoshi_tansho_2cフィールド,,A
jvd_hr,haraimodoshi_tansho_3a,34548,34548,100.0,100.0,JVD_HR,haraimodoshi_tansho_3a,haraimodoshi_tansho_3aフィールド,,A
jvd_hr,haraimodoshi_tansho_3b,34548,34548,100.0,100.0,JVD_HR,haraimodoshi_tansho_3b,haraimodoshi_tansho_3bフィールド,,A
jvd_hr,haraimodoshi_tansho_3c,34548,34548,100.0,100.0,JVD_HR,haraimodoshi_tansho_3c,haraimodoshi_tansho_3cフィールド,,A
jvd_hr,haraimodoshi_umaren_1a,34548,34548,100.0,100.0,JVD_HR,haraimodoshi_umaren_1a,haraimodoshi_umaren_1aフィールド,,A
jvd_hr,haraimodoshi_umaren_1b,34548,34548,100.0,100.0,JVD_HR,haraimodoshi_umaren_1b,haraimodoshi_umaren_1bフィールド,,A
jvd_hr,haraimodoshi_umaren_1c,34548,34548,100.0,100.0,JVD_HR,haraimodoshi_umaren_1c,haraimodoshi_umaren_1cフィールド,,A
jvd_hr,haraimodoshi_umaren_2a,34548,34548,100.0,100.0,JVD_HR,haraimodoshi_umaren_2a,haraimodoshi_umaren_2aフィールド,,A
jvd_hr,haraimodoshi_umaren_2b,34548,34548,100.0,100.0,JVD_HR,haraimodoshi_umaren_2b,haraimodoshi_umaren_2bフィールド,,A
jvd_hr,haraimodoshi_umaren_2c,34548,34548,100.0,100.0,JVD_HR,haraimodoshi_umaren_2c,haraimodoshi_umaren_2cフィールド,,A
jvd_hr,haraimodoshi_umaren_3a,34548,34548,100.0,100.0,JVD_HR,haraimodoshi_umaren_3a,haraimodoshi_umaren_3aフィールド,,A
jvd_hr,haraimodoshi_umaren_3b,34548,34548,100.0,100.0,JVD_HR,haraimodoshi_umaren_3b,haraimodoshi_umaren_3bフィールド,,A
jvd_hr,haraimodoshi_umaren_3c,34548,34548,100.0,100.0,JVD_HR,haraimodoshi_umaren_3c,haraimodoshi_umaren_3cフィールド,,A
jvd_hr,haraimodoshi_umatan_1a,34548,34548,100.0,100.0,JVD_HR,haraimodoshi_umatan_1a,haraimodoshi_umatan_1aフィールド,,A
jvd_hr,haraimodoshi_umatan_1b,34548,34548,100.0,100.0,JVD_HR,haraimodoshi_umatan_1b,haraimodoshi_umatan_1bフィールド,,A
jvd_hr,haraimodoshi_umatan_1c,34548,34548,100.0,100.0,JVD_HR,haraimodoshi_umatan_1c,haraimodoshi_umatan_1cフィールド,,A
jvd_hr,haraimodoshi_umatan_2a,34548,34548,100.0,100.0,JVD_HR,haraimodoshi_umatan_2a,haraimodoshi_umatan_2aフィールド,,A
jvd_hr,haraimodoshi_umatan_2b,34548,34548,100.0,100.0,JVD_HR,haraimodoshi_umatan_2b,haraimodoshi_umatan_2bフィールド,,A
jvd_hr,haraimodoshi_umatan_2c,34548,34548,100.0,100.0,JVD_HR,haraimodoshi_umatan_2c,haraimodoshi_umatan_2cフィールド,,A
jvd_hr,haraimodoshi_umatan_3a,34548,34548,100.0,100.0,JVD_HR,haraimodoshi_umatan_3a,haraimodoshi_umatan_3aフィールド,,A
jvd_hr,haraimodoshi_umatan_3b,34548,34548,100.0,100.0,JVD_HR,haraimodoshi_umatan_3b,haraimodoshi_umatan_3bフィールド,,A
jvd_hr,haraimodoshi_umatan_3c,34548,34548,100.0,100.0,JVD_HR,haraimodoshi_umatan_3c,haraimodoshi_umatan_3cフィールド,,A
jvd_hr,haraimodoshi_umatan_4a,34548,34548,100.0,100.0,JVD_HR,haraimodoshi_umatan_4a,haraimodoshi_umatan_4aフィールド,,A
jvd_hr,haraimodoshi_umatan_4b,34548,34548,100.0,100.0,JVD_HR,haraimodoshi_umatan_4b,haraimodoshi_umatan_4bフィールド,,A
jvd_hr,haraimodoshi_umatan_4c,34548,34548,100.0,100.0,JVD_HR,haraimodoshi_umatan_4c,haraimodoshi_umatan_4cフィールド,,A
jvd_hr,haraimodoshi_umatan_5a,34548,34548,100.0,100.0,JVD_HR,haraimodoshi_umatan_5a,haraimodoshi_umatan_5aフィールド,,A
jvd_hr,haraimodoshi_umatan_5b,34548,34548,100.0,100.0,JVD_HR,haraimodoshi_umatan_5b,haraimodoshi_umatan_5bフィールド,,A
jvd_hr,haraimodoshi_umatan_5c,34548,34548,100.0,100.0,JVD_HR,haraimodoshi_umatan_5c,haraimodoshi_umatan_5cフィールド,,A
jvd_hr,haraimodoshi_umatan_6a,34548,34548,100.0,100.0,JVD_HR,haraimodoshi_umatan_6a,haraimodoshi_umatan_6aフィールド,,A
jvd_hr,haraimodoshi_umatan_6b,34548,34548,100.0,100.0,JVD_HR,haraimodoshi_umatan_6b,haraimodoshi_umatan_6bフィールド,,A
jvd_hr,haraimodoshi_umatan_6c,34548,34548,100.0,100.0,JVD_HR,haraimodoshi_umatan_6c,haraimodoshi_umatan_6cフィールド,,A
jvd_hr,haraimodoshi_wakuren_1a,34548,34548,100.0,100.0,JVD_HR,haraimodoshi_wakuren_1a,haraimodoshi_wakuren_1aフィールド,,A
jvd_hr,haraimodoshi_wakuren_1b,34548,34548,100.0,100.0,JVD_HR,haraimodoshi_wakuren_1b,haraimodoshi_wakuren_1bフィールド,,A
jvd_hr,haraimodoshi_wakuren_1c,34548,34548,100.0,100.0,JVD_HR,haraimodoshi_wakuren_1c,haraimodoshi_wakuren_1cフィールド,,A
jvd_hr,haraimodoshi_wakuren_2a,34548,34548,100.0,100.0,JVD_HR,haraimodoshi_wakuren_2a,haraimodoshi_wakuren_2aフィールド,,A
jvd_hr,haraimodoshi_wakuren_2b,34548,34548,100.0,100.0,JVD_HR,haraimodoshi_wakuren_2b,haraimodoshi_wakuren_2bフィールド,,A
jvd_hr,haraimodoshi_wakuren_2c,34548,34548,100.0,100.0,JVD_HR,haraimodoshi_wakuren_2c,haraimodoshi_wakuren_2cフィールド,,A
jvd_hr,haraimodoshi_wakuren_3a,34548,34548,100.0,100.0,JVD_HR,haraimodoshi_wakuren_3a,haraimodoshi_wakuren_3aフィールド,,A
jvd_hr,haraimodoshi_wakuren_3b,34548,34548,100.0,100.0,JVD_HR,haraimodoshi_wakuren_3b,haraimodoshi_wakuren_3bフィールド,,A
jvd_hr,haraimodoshi_wakuren_3c,34548,34548,100.0,100.0,JVD_HR,haraimodoshi_wakuren_3c,haraimodoshi_wakuren_3cフィールド,,A
jvd_hr,haraimodoshi_wide_1a,34548,34548,100.0,100.0,JVD_HR,haraimodoshi_wide_1a,haraimodoshi_wide_1aフィールド,,A
jvd_hr,haraimodoshi_wide_1b,34548,34548,100.0,100.0,JVD_HR,haraimodoshi_wide_1b,haraimodoshi_wide_1bフィールド,,A
jvd_hr,haraimodoshi_wide_1c,34548,34548,100.0,100.0,JVD_HR,haraimodoshi_wide_1c,haraimodoshi_wide_1cフィールド,,A
jvd_hr,haraimodoshi_wide_2a,34548,34548,100.0,100.0,JVD_HR,haraimodoshi_wide_2a,haraimodoshi_wide_2aフィールド,,A
jvd_hr,haraimodoshi_wide_2b,34548,34548,100.0,100.0,JVD_HR,haraimodoshi_wide_2b,haraimodoshi_wide_2bフィールド,,A
jvd_hr,haraimodoshi_wide_2c,34548,34548,100.0,100.0,JVD_HR,haraimodoshi_wide_2c,haraimodoshi_wide_2cフィールド,,A
jvd_hr,haraimodoshi_wide_3a,34548,34548,100.0,100.0,JVD_HR,haraimodoshi_wide_3a,haraimodoshi_wide_3aフィールド,,A
jvd_hr,haraimodoshi_wide_3b,34548,34548,100.0,100.0,JVD_HR,haraimodoshi_wide_3b,haraimodoshi_wide_3bフィールド,,A
jvd_hr,haraimodoshi_wide_3c,34548,34548,100.0,100.0,JVD_HR,haraimodoshi_wide_3c,haraimodoshi_wide_3cフィールド,,A
jvd_hr,haraimodoshi_wide_4a,34548,34548,100.0,100.0,JVD_HR,haraimodoshi_wide_4a,haraimodoshi_wide_4aフィールド,,A
jvd_hr,haraimodoshi_wide_4b,34548,34548,100.0,100.0,JVD_HR,haraimodoshi_wide_4b,haraimodoshi_wide_4bフィールド,,A
jvd_hr,haraimodoshi_wide_4c,34548,34548,100.0,100.0,JVD_HR,haraimodoshi_wide_4c,haraimodoshi_wide_4cフィールド,,A
jvd_hr,haraimodoshi_wide_5a,34548,34548,100.0,100.0,JVD_HR,haraimodoshi_wide_5a,haraimodoshi_wide_5aフィールド,,A
jvd_hr,haraimodoshi_wide_5b,34548,34548,100.0,100.0,JVD_HR,haraimodoshi_wide_5b,haraimodoshi_wide_5bフィールド,,A
jvd_hr,haraimodoshi_wide_5c,34548,34548,100.0,100.0,JVD_HR,haraimodoshi_wide_5c,haraimodoshi_wide_5cフィールド,,A
jvd_hr,haraimodoshi_wide_6a,34548,34548,100.0,100.0,JVD_HR,haraimodoshi_wide_6a,haraimodoshi_wide_6aフィールド,,A
jvd_hr,haraimodoshi_wide_6b,34548,34548,100.0,100.0,JVD_HR,haraimodoshi_wide_6b,haraimodoshi_wide_6bフィールド,,A
jvd_hr,haraimodoshi_wide_6c,34548,34548,100.0,100.0,JVD_HR,haraimodoshi_wide_6c,haraimodoshi_wide_6cフィールド,,A
jvd_hr,haraimodoshi_wide_7a,34548,34548,100.0,100.0,JVD_HR,haraimodoshi_wide_7a,haraimodoshi_wide_7aフィールド,,A
jvd_hr,haraimodoshi_wide_7b,34548,34548,100.0,100.0,JVD_HR,haraimodoshi_wide_7b,haraimodoshi_wide_7bフィールド,,A
jvd_hr,haraimodoshi_wide_7c,34548,34548,100.0,100.0,JVD_HR,haraimodoshi_wide_7c,haraimodoshi_wide_7cフィールド,,A
jvd_hr,henkan_dowaku_joho,34548,34548,100.0,100.0,JVD_HR,henkan_dowaku_joho,henkan_dowaku_johoフィールド,,A
jvd_hr,henkan_flag_fukusho,34548,34548,100.0,100.0,JVD_HR,henkan_flag_fukusho,henkan_flag_fukushoフィールド,,A
jvd_hr,henkan_flag_sanrenpuku,34548,34548,100.0,100.0,JVD_HR,henkan_flag_sanrenpuku,henkan_flag_sanrenpukuフィールド,,A
jvd_hr,henkan_flag_sanrentan,34548,34548,100.0,100.0,JVD_HR,henkan_flag_sanrentan,henkan_flag_sanrentanフィールド,,A
jvd_hr,henkan_flag_tansho,34548,34548,100.0,100.0,JVD_HR,henkan_flag_tansho,henkan_flag_tanshoフィールド,,A
jvd_hr,henkan_flag_umaren,34548,34548,100.0,100.0,JVD_HR,henkan_flag_umaren,henkan_flag_umarenフィールド,,A
jvd_hr,henkan_flag_umatan,34548,34548,100.0,100.0,JVD_HR,henkan_flag_umatan,henkan_flag_umatanフィールド,,A
jvd_hr,henkan_flag_wakuren,34548,34548,100.0,100.0,JVD_HR,henkan_flag_wakuren,henkan_flag_wakurenフィールド,,A
jvd_hr,henkan_flag_wide,34548,34548,100.0,100.0,JVD_HR,henkan_flag_wide,henkan_flag_wideフィールド,,A
jvd_hr,henkan_umaban_joho,34548,34548,100.0,100.0,JVD_HR,henkan_umaban_joho,henkan_umaban_johoフィールド,,A
jvd_hr,henkan_wakuban_joho,34548,34548,100.0,100.0,JVD_HR,henkan_wakuban_joho,henkan_wakuban_johoフィールド,,A
jvd_hr,record_id,34548,34548,100.0,100.0,JVD_HR,レコードID,データ種別識別子（2文字）,SE:出走馬/RA:レース/CK:確定着順/HR:払戻/UM:馬マスタ 等,A
jvd_hr,tokubarai_flag_fukusho,34548,34548,100.0,100.0,JVD_HR,tokubarai_flag_fukusho,tokubarai_flag_fukushoフィールド,,A
jvd_hr,tokubarai_flag_sanrenpuku,34548,34548,100.0,100.0,JVD_HR,tokubarai_flag_sanrenpuku,tokubarai_flag_sanrenpukuフィールド,,A
jvd_hr,tokubarai_flag_sanrentan,34548,34548,100.0,100.0,JVD_HR,tokubarai_flag_sanrentan,tokubarai_flag_sanrentanフィールド,,A
jvd_hr,tokubarai_flag_tansho,34548,34548,100.0,100.0,JVD_HR,tokubarai_flag_tansho,tokubarai_flag_tanshoフィールド,,A
jvd_hr,tokubarai_flag_umaren,34548,34548,100.0,100.0,JVD_HR,tokubarai_flag_umaren,tokubarai_flag_umarenフィールド,,A
jvd_hr,tokubarai_flag_umatan,34548,34548,100.0,100.0,JVD_HR,tokubarai_flag_umatan,tokubarai_flag_umatanフィールド,,A
jvd_hr,tokubarai_flag_wakuren,34548,34548,100.0,100.0,JVD_HR,tokubarai_flag_wakuren,tokubarai_flag_wakurenフィールド,,A
jvd_hr,tokubarai_flag_wide,34548,34548,100.0,100.0,JVD_HR,tokubarai_flag_wide,tokubarai_flag_wideフィールド,,A
jvd_hr,toroku_tosu,34548,34548,100.0,100.0,JVD_HR,登録頭数,エントリーした頭数,,A
jvd_hr,yobi_1,34548,34548,100.0,100.0,JVD_HR,予備1,予備フィールド1（将来の拡張用）,,A
jvd_hr,yobi_2,34548,34548,100.0,100.0,JVD_HR,予備2,予備フィールド2（将来の拡張用）,,A
jvd_hr,yobi_3,34548,34548,100.0,100.0,JVD_HR,予備3,予備フィールド3（将来の拡張用）,,A
jvd_hr,yobi_4_1a,34548,34548,100.0,100.0,JVD_HR,yobi_4_1a,yobi_4_1aフィールド,,A
jvd_hr,yobi_4_1b,34548,34548,100.0,100.0,JVD_HR,yobi_4_1b,yobi_4_1bフィールド,,A
jvd_hr,yobi_4_1c,34548,34548,100.0,100.0,JVD_HR,yobi_4_1c,yobi_4_1cフィールド,,A
jvd_hr,yobi_4_2a,34548,34548,100.0,100.0,JVD_HR,yobi_4_2a,yobi_4_2aフィールド,,A
jvd_hr,yobi_4_2b,34548,34548,100.0,100.0,JVD_HR,yobi_4_2b,yobi_4_2bフィールド,,A
